x	GeneID
CNTROB	116840
GUCY2D	3000
ALOX15B	247
AC129492.2	0
ALOX12B	242
AC129492.1	0
ALOXE3	59344
HES7	84667
PER1	5187
AC129492.3	0
VAMP2	6844
TMEM107	84314
AC129492.4	0
BORCS6	54785
AURKB	9212
LINC00324	284029
CTC1	80169
PFAS	5198
AC135178.5	0
SLC25A35	399512
RANGRF	29098
ARHGEF15	22899
AC135178.1	0
AC135178.4	0
ODF4	146852
AC135178.3	0
KRBA2	124751
AC135178.2	0
RPL26	6154
RNF222	643904
NDEL1	81565
MYH10	4628
CCDC42	146849
SPDYE4	388333
MFSD6L	162387
PIK3R6	146850
PIK3R5	23533
AC002091.2	0
AC002091.1	0
NTN1	9423
AC005695.1	0
AC005695.3	0
STX8	9482
AC005695.2	0
AC087501.1	0
AC087501.2	0
AC087501.3	0
CFAP52	146845
AC118755.2	0
USP43	124739
AC118755.1	0
AC027045.2	0
DHRS7C	201140
GSG1L2	644070
AC027045.3	0
GLP2R	9340
RCVRN	5957
GAS7	8522
AC005291.2	0
MYH13	8735
AC005291.1	0
AC005323.2	0
MYHAS	100128560
MYH8	4626
MYH4	4622
MYH1	4619
MYH2	4620
AC005323.1	0
MYH3	4621
AC002347.1	0
SCO1	6341
AC002347.2	0
ADPRM	56985
TMEM220	388335
TMEM220-AS1	101101775
AC015908.3	0
AC015908.4	0
TMEM238L	100289255
PIRT	644139
AC015908.2	0
SHISA6	388336
AC005725.1	0
DNAH9	1770
AC005209.1	0
AC005410.2	0
ZNF18	7566
MAP2K4	6416
AC005244.2	0
LINC00670	284034
MYOCD	93649
AC005358.1	0
AC005358.2	0
ARHGAP44	9912
AC005277.2	0
AC005277.1	0
ELAC2	60528
AC005303.1	0
LINC02093	105371541
HS3ST3A1	9955
AC005304.2	0
AC005304.1	0
AC005304.3	0
COX10	1352
AC005224.1	0
CDRT15	146822
AC005224.2	0
HS3ST3B1	9953
AC005224.4	0
AC005224.3	0
AC022816.1	0
AC013248.1	0
AC005863.1	0
LINC02096	107984977
AC005772.1	0
CDRT7	94150
CDRT8	94151
PMP22	5376
AC005703.3	0
AC005703.1	0
AC005703.2	0
TEKT3	64518
AC005703.4	0
CDRT4	284040
TVP23C-CDRT4	100533496
TVP23C	201158
AC005838.2	0
CDRT1	374286
AC005324.3	0
TRIM16	10626
AC005324.5	0
ZNF286A	57335
AC005324.4	0
TBC1D26	353149
AC005324.1	0
AC005324.2	0
AC015922.3	0
AC015922.4	0
LINC02087	101928567
ADORA2B	136
ZSWIM7	125150
TTC19	54902
AC002553.2	0
NCOR1	9611
AC002553.1	0
PIGL	9487
CENPV	201161
UBB	7314
AC093484.3	0
AC093484.2	0
TRPV2	51393
AC093484.4	0
LRRC75A	388341
ZNF287	57336
ZNF624	57547
AC098850.2	0
CCDC144A	9720
AC098850.3	0
AC098850.1	0
AC022596.1	0
AC022596.2	0
TNFRSF13B	23495
AC104024.1	0
LINC02090	105371562
AC104024.2	0
MPRIP	23164
MPRIP-AS1	0
AC055811.1	0
PLD6	201164
AC055811.2	0
FLCN	201163
AC055811.3	0
COPS3	8533
NT5M	56953
MED9	55090
RASD1	51655
PEMT	10400
AC020558.2	0
AC020558.1	0
SMCR2	105371564
RAI1	10743
RAI1-AS1	100861516
SMCR5	140771
SREBF1	6720
TOM1L2	146691
AC122129.1	0
DRC3	83450
ATPAF2	91647
GID4	79018
DRG2	1819
MYO15A	51168
AC087164.1	0
ALKBH5	54890
LLGL1	3996
FLII	2314
MIEF2	125170
AC127537.1	0
TOP3A	7156
SMCR8	140775
SHMT1	6470
EVPLL	645027
AL353997.2	0
LINC02076	400579
LGALS9C	654346
TBC1D28	254272
ZNF286B	729288
TRIM16L	147166
FBXW10	10517
TVP23B	51030
AC107982.3	0
PRPSAP2	5636
AC107982.2	0
SLC5A10	125206
AC090286.1	0
FAM83G	644815
GRAP	10750
AC007952.3	0
AC007952.7	0
AC007952.4	0
GRAPL	400581
AC007952.6	0
AC007952.1	0
AC007952.5	0
AC007952.8	0
AC106017.1	0
EPN2	22905
AC106017.2	0
EPN2-AS1	100874018
AC124066.1	0
B9D1	27077
MAPK7	5598
MFAP4	4239
RNF112	7732
AC004448.3	0
AC004448.2	0
LINC02094	107984995
AC004448.1	0
SLC47A1	55244
AC025627.1	0
ALDH3A2	224
AC115989.2	0
SLC47A2	146802
AC005722.2	0
AC005722.3	0
ALDH3A1	218
ULK2	9706
AC015726.2	0
AC015726.1	0
AKAP10	11216
AC005730.2	0
SPECC1	92521
AC004702.1	0
LINC01984	0
LGALS9B	284194
AC015818.8	0
AC015818.2	0
AC015818.9	0
AC015818.4	0
CDRT15L2	256223
LINC02088	105371582
AC126365.1	0
CCDC144NL	339184
AC090774.3	0
CCDC144NL-AS1	440416
AC107926.1	0
USP22	23326
AC087393.2	0
LINC01563	101060544
DHRS7B	25979
TMEM11	8834
AC087294.1	0
NATD1	256302
MAP2K3	5606
KCNJ12	3768
AC068418.2	0
AC068418.1	0
AC233702.5	0
C17orf51	339263
AC233702.7	0
KCNJ18	100134444
LINC02002	105371595
AC138761.3	0
FAM27E5	284123
AC209154.2	0
AC132825.3	0
MTRNR2L1	100462977
AC132825.2	0
AC131274.1	0
AC131274.4	0
AC069061.2	0
AC129926.1	0
WSB1	26118
AC026254.2	0
KSR1	8844
AC015688.4	0
AC015688.6	0
LGALS9	3965
NOS2	4843
AC005697.1	0
AC005697.2	0
LYRM9	201229
LINC01992	105371708
NLK	51701
AC061975.7	0
ERVE-1	0
AC061975.6	0
AC061975.4	0
AC061975.1	0
TMEM97	27346
IFT20	90410
TNFAIP1	7126
POLDIP2	26073
TMEM199	147007
AC002094.2	0
SEBOX	645832
AC002094.3	0
SARM1	23098
VTN	7448
SLC46A1	113235
AC015917.2	0
AC005726.1	0
SLC13A2	9058
FOXN1	8456
UNC119	9094
PIGS	94005
ALDOC	230
AC005726.4	0
SPAG5	10615
AC005726.5	0
SGK494	124923
KIAA0100	9703
AC005726.2	0
SDF2	6388
SUPT6H	6830
AC010761.3	0
PROCA1	147011
RAB34	83871
RPL23A	6147
AC010761.1	0
TLCD1	116238
NEK8	284086
AC010761.6	0
AC010761.2	0
TRAF4	9618
AC010761.4	0
AC010761.5	0
FAM222B	55731
ERAL1	26284
AC024267.1	0
FLOT2	2319
AC024267.3	0
AC024267.6	0
DHRS13	147015
PHF12	57649
AC024267.4	0
AC024267.5	0
PIPOX	51268
SEZ6	124925
AC024619.2	0
MYO18A	399687
TIAF1	9220
AC024619.3	0
CRYBA1	1411
NUFIP2	57532
AC068025.2	0
AC068025.1	0
TAOK1	57551
ABHD15-AS1	0
ABHD15	116236
TP53I13	90313
GIT1	28964
ANKRD13B	124930
AC104564.4	0
CORO6	84940
SSH2	85464
AC104564.1	0
AC023389.1	0
AC104982.1	0
EFCAB5	374786
AC104996.1	0
AC104984.2	0
NSRP1	84081
AC104984.3	0
AC104984.6	0
SLC6A4	6532
AC104984.1	0
AC104984.4	0
BLMH	642
TMIGD1	388364
CPD	1362
GOSR1	9527
AC011840.3	0
TBC1D29	26083
AC011840.5	0
AC011840.2	0
AC127024.3	0
AC127024.2	0
CRLF3	51379
AC127024.5	0
AC127024.6	0
ATAD5	79915
AC130324.2	0
AC130324.1	0
TEFM	79736
AC130324.3	0
ADAP2	55803
AC138207.1	0
AC138207.5	0
RNF135	84282
AC138207.7	0
AC138207.2	0
NF1	4763
OMG	4974
EVI2B	2124
AC134669.1	0
EVI2A	2123
RAB11FIP4	84440
AC003101.2	0
AC003101.1	0
AC007923.4	0
AC007923.1	0
AC004253.2	0
COPRS	55352
UTP6	55813
AC004253.1	0
SUZ12	23512
LRRC37B	114659
AC116407.2	0
AC116407.1	0
RHOT1	55288
RHBDL3	162494
AC026620.1	0
C17orf75	64149
AC005899.3	0
ZNF207	7756
AC005899.6	0
AC005899.7	0
AC005899.5	0
AC005899.8	0
AC005899.1	0
PSMD11	5717
CDK5R1	8851
MYO1D	4642
AC079336.5	0
AC079336.4	0
AC025211.1	0
AC084809.1	0
AC084809.2	0
TMEM98	26022
SPACA3	124912
ASIC2	40
AC008133.1	0
AC011824.4	0
AC011824.2	0
AC011824.1	0
AC024614.1	0
AC024614.2	0
AC024614.4	0
AC024610.2	0
AC024610.1	0
AC004147.3	0
AC004147.2	0
LINC01989	101927239
AC005549.1	0
CCL2	6347
CCL7	6354
CCL11	6356
CCL8	6355
CCL13	6357
CCL1	6346
AC011193.1	0
TMEM132E	124842
AC005552.1	0
AC022903.1	0
CCT6B	10693
ZNF830	91603
LIG3	3980
RFFL	117584
AC004223.3	0
AC004223.4	0
AC004223.2	0
RAD51D	5892
FNDC8	54752
NLE1	54475
UNC45B	146862
AC022916.4	0
SLC35G3	146861
AC022916.1	0
SLFN5	162394
AC022706.1	0
SLFN11	91607
AC060766.6	0
AC060766.4	0
SLFN12	55106
SLFN13	146857
SLFN12L	100506736
AC015911.5	0
AC015911.2	0
SLFN14	342618
AC015911.6	0
AC015911.9	0
LINC02001	105371743
PEX12	5193
AP2B1	163
TAF15	8148
RASL10B	91608
GAS2L2	246176
MMP28	79148
C17orf50	146853
AC015849.2	0
AC015849.3	0
HEATR9	256957
AC015849.1	0
CCL5	6352
AC015849.5	0
RDM1	201299
LYZL6	57151
CCL16	6360
CCL14	6358
AC244100.2	0
CCL15-CCL14	348249
CCL15	6359
AC244100.3	0
AC244100.4	0
CCL23	6368
CCL18	6362
AC243829.4	0
CCL3	6348
CCL4	6351
AC243829.2	0
TBC1D3B	414059
AC243829.1	0
CCL3L1	6349
CCL4L2	9560
AC243829.5	0
TBC1D3I	102724862
TBC1D3G	101060321
TBC1D3H	729877
TBC1D3F	84218
ZNHIT3	9326
MYO19	80179
PIGW	284098
GGNBP2	79893
DHRS11	79154
MRM1	79922
AC243830.2	0
AC243830.3	0
AC243830.1	0
LHX1-DT	102723471
LHX1	3975
AC243773.1	0
AATF	26574
AC244093.5	0
ACACA	31
C17orf78	284099
TADA2A	6871
AC243654.1	0
DUSP14	11072
SYNRG	11276
DDX52	11056
AC243585.2	0
AC243571.2	0
AC243585.1	0
HNF1B	6928
AC243571.1	0
TBC1D3K	101060351
TBC1D3L	101060376
TBC1D3D	101060389
TBC1D3C	414060
TBC1D3E	102723859
TBC1D3	729873
MRPL45	84311
GPR179	440435
SOCS7	30837
ARHGAP23	57636
SRCIN1	80725
AC006449.1	0
EPOP	100170841
AC006449.6	0
AC006449.2	0
MLLT6	4302
AC006449.3	0
CISD3	284106
PCGF2	7703
AC006449.5	0
PSMB3	5691
PIP4K2B	8396
CWC25	54883
C17orf98	388381
RPL23	9349
LASP1	3927
AC006441.1	0
AC006441.3	0
LINC00672	100505576
FBXO47	494188
AC006441.4	0
LINC02079	105371766
PLXDC1	57125
ARL5C	390790
AC004408.1	0
CACNB1	782
RPL19	6143
STAC2	342667
FBXL20	84961
AC005288.1	0
MED1	5469
CDK12	51755
AC009283.1	0
NEUROD2	4761
AC087491.1	0
PPP1R1B	84152
STARD3	10948
TCAP	8557
PNMT	5409
PGAP3	93210
ERBB2	2064
MIEN1	84299
GRB7	2886
IKZF3	22806
ZPBP2	124626
GSDMB	55876
ORMDL3	94103
AC090844.2	0
LRRC3C	100505591
GSDMA	284110
PSMD3	5709
AC090844.3	0
CSF3	1440
MED24	9862
THRA	7067
NR1D1	9572
MSL1	339287
CASC3	22794
RAPGEFL1	51195
WIPF2	147179
CDC6	990
RARA	5914
RARA-AS1	101929693
AC080112.1	0
GJD3	125111
TOP2A	7153
IGFBP4	3487
TNS4	84951
AC004585.1	0
CCR7	1236
SMARCE1	6605
AC073508.2	0
AC073508.3	0
KRT222	125113
KRT24	192666
KRT25	147183
KRT26	353288
KRT27	342574
KRT28	162605
AC090283.1	0
KRT10	3858
TMEM99	147184
AC004231.3	0
KRT12	3859
KRT20	54474
AC004231.1	0
KRT23	25984
KRT39	390792
KRT40	125115
KRTAP3-3	85293
KRTAP3-2	83897
KRTAP3-1	83896
KRTAP1-5	83895
KRTAP1-4	728255
KRTAP1-3	81850
KRTAP1-1	81851
KRTAP2-1	81872
KRTAP2-2	728279
KRTAP2-3	730755
KRTAP2-4	85294
KRTAP4-7	100132476
KRTAP4-8	728224
KRTAP4-16	85354
KRTAP4-9	100132386
KRTAP4-11	653240
KRTAP4-12	83755
KRTAP4-6	81871
KRTAP4-5	85289
KRTAP4-4	84616
KRTAP4-3	85290
KRTAP4-2	85291
KRTAP4-1	85285
KRTAP9-1	728318
KRTAP9-2	83899
KRTAP9-3	83900
KRTAP9-8	83901
KRTAP9-4	85280
KRTAP9-9	81870
KRTAP9-6	100507608
KRTAP9-7	100505724
KRTAP29-1	100533177
KRTAP16-1	100505753
KRTAP17-1	83902
KRT33A	3883
KRT33B	3884
KRT34	3885
KRT31	3881
AC003958.2	0
KRT37	8688
KRT38	8687
KRT32	3882
KRT35	3886
KRT36	8689
KRT13	3860
AC019349.1	0
KRT15	3866
KRT19	3880
LINC00974	147093
KRT9	3857
KRT14	3861
KRT16	3868
KRT17	3872
EIF1	10209
GAST	2520
HAP1	9001
JUP	3728
P3H4	10609
FKBP10	60681
NT5C3B	115024
KLHL10	317719
KLHL11	55175
ACLY	47
AC125257.2	0
TTC25	83538
CNP	1267
DNAJC7	7266
NKIRAS2	28511
ZNF385C	201181
C17orf113	110806298
DHX58	79132
KAT2A	2648
AC099811.2	0
HSPB9	94086
RAB5C	5878
AC099811.3	0
KCNH4	23415
HCRT	3060
GHDC	84514
STAT5B	6777
AC099811.4	0
STAT5A	6776
STAT3	6774
CAVIN1	284119
ATP6V0A1	535
NAGLU	4669
HSD17B1	3292
AC067852.2	0
COASY	80347
MLX	6945
PSMC3IP	29893
RETREG3	162427
TUBG1	7283
TUBG2	27175
PLEKHH3	79990
CCR10	2826
AC100793.2	0
CNTNAP1	8506
AC100793.3	0
EZH1	2145
AC100793.4	0
RAMP2-AS1	100190938
RAMP2	10266
VPS25	84313
WNK4	65266
COA3	28958
CNTD1	124817
BECN1	8678
PSME3	10197
AOC2	314
AOC3	8639
LINC00671	388387
G6PC	2538
PTGES3L-AARSD1	100885850
AARSD1	80755
PTGES3L	100885848
RUNDC1	146923
RPL27	6155
IFI35	3430
VAT1	10493
RND2	8153
BRCA1	672
AC060780.1	0
NBR1	4077
TMEM106A	113277
LINC00854	0
LINC00910	100130581
ARL4D	379
MIR2117HG	106660605
DHX8	1659
ETV4	2118
AC068675.1	0
MEOX1	4222
AC004149.1	0
SOST	50964
DUSP3	1845
CFAP97D1	284067
AC003098.1	0
MPP3	4356
CD300LG	146894
MPP2	4355
AC007993.3	0
FAM215A	23591
AC007993.2	0
LINC01976	107546764
PPY	5539
PYY	5697
NAGS	162417
TMEM101	84336
LSM12	124801
G6PC3	92579
HDAC5	10014
AC023855.1	0
C17orf53	78995
ASB16	92591
ASB16-AS1	339201
TMUB2	79089
ATXN7L3	56970
AC004596.1	0
UBTF	7343
AC003102.1	0
SLC4A1	6521
AC003043.2	0
RUNDC3A-AS1	101926996
RUNDC3A	10900
SLC25A39	51629
AC003043.1	0
GRN	2896
FAM171A2	284069
ITGA2B	3674
GPATCH8	23131
FZD2	2535
LINC01180	101927017
MEIOC	284071
CCDC43	124808
AC091152.2	0
DBF4B	80174
ADAM11	4185
AC005180.2	0
AC005180.1	0
GJC1	10052
HIGD1B	51751
EFTUD2	9343
CCDC103	388389
FAM187A	100528020
GFAP	2670
KIF18B	146909
AC015936.1	0
C1QL1	10882
AC015936.2	0
DCAKD	79877
NMT1	4836
PLCD3	113026
ACBD4	79777
AC142472.1	0
HEXIM1	10614
AC138150.1	0
HEXIM2	124790
AC138150.2	0
AC008105.3	0
FMNL1	752
AC008105.1	0
MAP3K14-AS1	100133991
SPATA32	124783
MAP3K14	9020
AC003070.2	0
ARHGAP27	201176
AC003070.1	0
PLEKHM1	9842
AC091132.2	0
AC091132.1	0
AC091132.5	0
LINC02210-CRHR1	104909134
AC217774.1	0
AC217774.2	0
CRHR1	1394
MAPT-AS1	100128977
SPPL2C	162540
MAPT	4137
CR936218.2	0
STH	246744
KANSL1	284058
CR936218.1	0
KANSL1-AS1	644246
ARL17B	100506084
LRRC37A	9884
LRRC37A2	474170
ARL17A	51326
FAM215B	644297
NSF	4905
WNT3	7473
WNT9B	7484
LINC01974	105371798
AC005670.1	0
GOSR2	9570
AC005670.2	0
RPRML	388394
CDC27	996
AC002558.2	0
MYL4	4635
ITGB3	3690
AC068234.1	0
AC068234.3	0
AC068234.2	0
EFCAB13	124989
AC040934.1	0
NPEPPS	9520
AC025682.1	0
KPNB1	3837
AC015674.1	0
TBKBP1	9755
TBX21	30009
OSBPL7	114881
MRPL10	124995
LRRC46	90506
SCRN2	90507
SP6	80320
AC018521.3	0
AC018521.7	0
SP2	6668
SP2-AS1	100506325
AC018521.6	0
PNPO	55163
AC018521.2	0
PRR15L	79170
CDK5RAP3	80279
AC018521.4	0
COPZ2	51226
NFE2L1	4779
AC004477.2	0
AC004477.3	0
CBX1	10951
SNX11	29916
SKAP1	8631
SKAP1-AS1	0
AC090627.1	0
AC036222.1	0
HOXB1	3211
HOXB2	3212
HOXB-AS1	100874362
HOXB3	3213
HOXB-AS3	404266
HOXB-AS2	0
HOXB4	3214
HOXB5	3215
HOXB6	3216
HOXB7	3217
HOXB8	3218
HOXB9	3219
HOXB-AS4	0
AC103702.2	0
LINC02086	105371809
PRAC1	84366
PRAC2	360205
HOXB13	10481
AC091179.1	0
TTLL6	284076
CALCOCO2	10241
ATP5MC1	516
UBE2Z	65264
SNF8	11267
AC091133.1	0
GIP	2695
AC091133.2	0
IGF2BP1	10642
AC091133.3	0
B4GALNT2	124872
GNGT2	2793
ABI3	51225
PHOSPHO1	162466
ZNF652	22834
AC091180.2	0
AC091180.5	0
AC091180.4	0
PHB	5245
AC091180.3	0
LINC02075	101927207
NGFR	4804
AC006487.1	0
AC006487.2	0
NXPH3	11248
SPOP	8405
SLC35B1	10237
AC015795.1	0
FAM117A	81558
KAT7	11143
AC027801.4	0
TAC4	255061
FLJ45513	729220
AC027801.1	0
AC027801.3	0
DLX4	1748
DLX3	1747
AC009720.2	0
AC009720.1	0
ITGA3	3675
AC002401.4	0
PDK2	5164
AC002401.3	0
AC002401.2	0
SAMD14	201191
PPP1R9B	84687
AC002401.1	0
AC015909.2	0
AC015909.3	0
SGCA	6442
COL1A1	1277
AC015909.1	0
AC015909.4	0
LINC01969	101927230
TMEM92	162461
TMEM92-AS1	103752589
XYLT2	64132
MRPL27	51264
EME1	146956
LRRC59	55379
AC004707.1	0
ACSF2	80221
CHAD	1101
AC021491.4	0
RSAD1	55316
AC021491.1	0
MYCBPAP	84073
EPN3	55040
SPATA20	64847
CACNA1G-AS1	253962
CACNA1G	8913
AC021491.3	0
AC004590.1	0
ABCC3	8714
ANKRD40	91369
AC005921.2	0
LUC7L3	51747
LINC00483	0
WFIKKN2	124857
AC091062.1	0
TOB1	10140
AC005920.4	0
AC005920.1	0
AC005920.3	0
SPAG9	9043
AC005920.2	0
NME1	4830
NME1-NME2	654364
NME2	4831
MBTD1	54799
UTP18	51096
LINC02071	101927274
AC005823.2	0
AC005823.1	0
LINC02072	440446
LINC02073	105371828
CA10	56934
LINC01982	105371830
LINC02089	105371831
C17orf112	100506650
KIF2B	84643
TOM1L1	10040
COX11	1353
AC007485.1	0
STXBP4	252983
HLF	3131
AC007638.2	0
AC007638.1	0
MMD	23531
SMIM36	0
TMEM100	55273
PCTP	58488
AC090618.1	0
ANKFN1	162282
NOG	9241
C17orf67	339210
DGKE	8526
TRIM25	7706
AC015912.1	0
AC015912.3	0
COIL	8161
AC004584.1	0
SCPEP1	59342
AC007114.1	0
AKAP1	8165
AC007114.2	0
MSI2	124540
AC007431.2	0
AC007431.1	0
CCDC182	101927581
AC015845.2	0
MRPS23	51649
CUEDC1	404093
AC015845.1	0
AC015813.4	0
VEZF1	7716
AC015813.2	0
AC015813.1	0
SRSF1	6426
AC015813.3	0
DYNLL2	140735
OR4D1	26689
OR4D2	124538
EPX	8288
AC005962.1	0
MKS1	54903
LPO	4025
MPO	4353
TSPOAP1	9256
TSPOAP1-AS1	100506779
AC004687.1	0
SUPT4H1	6827
RNF43	54894
HSF5	124535
MTMR4	9110
SEPT4-AS1	101927688
SEPT4	5414
C17orf47	284083
TEX14	56155
AC011195.2	0
RAD51C	5889
AC025521.1	0
PPM1E	22843
TRIM37	4591
AC099850.1	0
SKA2	348235
PRR11	55771
AC099850.2	0
AC099850.3	0
SMG8	55181
GDPD1	284161
YPEL2	388403
AC091059.1	0
LINC01476	101927728
DHX40	79665
AC091271.1	0
CLTC	1213
PTRH2	51651
VMP1	81671
TUBD1	51174
RPS6KB1	6198
AC005702.1	0
RNFT1	51136
RNFT1-DT	101927755
HEATR6	63897
AC025048.4	0
AC025048.1	0
CA4	762
USP32	84669
C17orf64	124773
APPBP2	10513
AC011921.1	0
LINC01999	388406
PPM1D	8493
BCAS3	54828
AC005884.1	0
AC005884.2	0
AC005856.1	0
AC005746.3	0
AC005746.2	0
TBX2-AS1	103689912
TBX2	6909
C17orf82	388407
TBX4	9496
AC005901.1	0
NACA2	342538
BRIP1	83990
INTS2	57508
MED13	9969
EFCAB3	146779
METTL2A	339175
TLK2	11011
AC080038.2	0
AC080038.1	0
MRC2	9902
AC005821.1	0
MARCH10	162333
AC068512.1	0
AC005972.4	0
AC005972.1	0
TANC2	26115
AC006270.1	0
AC015923.1	0
AC005828.2	0
AC005828.1	0
AC005828.3	0
AC005828.4	0
CYB561	1534
AC005828.5	0
ACE	1636
AC113554.1	0
KCNH6	81033
DCAF7	10238
TACO1	51204
MAP3K3	4215
STRADA	92335
LIMD2	80774
AC046185.1	0
CCDC47	57003
DDX42	11325
FTSJ3	117246
PSMC5	5705
SMARCD2	6603
CSH2	1443
GH2	2689
CSH1	1442
CSHL1	1444
GH1	2688
CD79B	974
SCN4A	6329
AC127029.2	0
PRR29-AS1	400612
PRR29	92340
ICAM2	3384
ERN1	2081
SNHG25	105376843
TEX2	55852
PECAM1	5175
MILR1	284021
POLG2	11232
DDX5	1655
CEP95	90799
SMURF2	64750
LRRC37A3	374819
AC103810.2	0
AC103810.5	0
AC037487.1	0
GNA13	10672
AC037487.2	0
RGS9	8787
LINC02563	105827617
AXIN2	8313
AC004805.1	0
CEP112	201134
APOH	350
PRKCA	5578
PRKCA-AS1	101928001
CACNG5	27091
CACNG4	27092
AC005544.1	0
AC005544.2	0
CACNG1	786
HELZ	9931
AC007448.2	0
AC007448.3	0
PSMD12	5718
PITPNC1	26207
NOL11	25926
BPTF	2186
AC134407.1	0
C17orf58	284018
KPNA2	3838
AC145343.1	0
AC005332.7	0
AC005332.4	0
AC005332.6	0
AC005332.8	0
AC005332.3	0
AC005332.5	0
AC005332.1	0
AMZ2	51321
ARSG	22901
SLC16A6	9120
WIPI1	55062
PRKAR1A	5573
FAM20A	54757
AC079210.1	0
LINC01482	101928104
AC011591.1	0
ABCA8	10351
ABCA9-AS1	104355297
ABCA9	10350
ABCA6	23460
ABCA10	10349
ABCA5	23461
MAP2K6	5608
AC002546.1	0
LINC01483	101928122
LINC01497	102723487
AC005208.1	0
LINC01028	101928141
KCNJ16	3773
KCNJ2-AS1	400617
KCNJ2	3759
AC011990.1	0
AC007423.1	0
CASC17	101928165
AC118653.1	0
AC005144.1	0
ROCR	102723505
LINC01152	102606463
LINC02097	101928205
SOX9	6662
LINC00511	400619
LINC02003	146795
AC007639.1	0
AC080037.1	0
SLC39A11	201266
AC011120.1	0
SSTR2	6752
COG1	9382
AC097641.2	0
FAM104A	84923
C17orf80	55028
CPSF4L	642843
CDC42EP4	23580
SDK2	54549
AC124804.1	0
AC032019.1	0
AC032019.2	0
AC125421.1	0
LINC00469	283982
LINC02092	400620
AC125421.2	0
AC137735.1	0
LINC02074	102723567
RPL38	6169
AC100786.1	0
TTYH2	94015
AC100786.2	0
DNAI2	64446
AC103809.1	0
KIF19	124602
BTBD17	388419
GPR142	350383
GPRC5C	55890
CD300A	11314
CD300LB	124599
CD300C	10871
CD300LD	100131439
C17orf77	146723
AC064805.1	0
CD300E	342510
RAB37	326624
AC064805.2	0
CD300LF	146722
AC016888.1	0
SLC9A3R1	9368
NAT9	26151
TMEM104	54868
GRIN2C	2905
FDXR	2232
FADS6	283985
USH1G	124590
OTOP2	92736
OTOP3	347741
HID1	283987
HID1-AS1	102723641
CDR2L	30850
MRPL58	3396
KCTD2	23510
ATP5PD	10476
SLC16A5	9121
ARMC7	79637
NT5C	30833
JPT1	51155
SUMO2	6613
NUP85	79902
GGA3	23163
MRPS7	51081
MIF4GD	57409
AC022211.2	0
SLC25A19	60386
GRB2	2885
AC011933.4	0
AC011933.3	0
TMEM94	9772
CASKIN2	57513
TSEN54	283989
LLGL2	3993
MYO15B	80022
RECQL5	9400
SMIM5	643008
SMIM6	100130933
SAP30BP	29115
AC087749.2	0
AC087749.1	0
ITGB4	3691
GALK1	2584
H3F3B	3021
UNK	85451
AC087289.1	0
UNC13D	201294
WBP2	23558
TRIM47	91107
AC087289.5	0
TRIM65	201292
AC087289.2	0
MRPL38	64978
AC087289.3	0
FBF1	85302
ACOX1	51
AC087289.4	0
TEN1	100134934
CDK3	1018
EVPL	2125
SRP68	6730
ZACN	353174
GALR2	8811
EXOC7	23265
FOXJ1	2302
RNF157-AS1	100507218
RNF157	114804
UBALD2	283991
QRICH2	84074
PRPSAP1	5635
SPHK1	8877
UBE2O	63893
AANAT	15
RHBDF2	79651
CYGB	114757
PRCD	768206
AC015802.4	0
AC015802.6	0
ST6GALNAC2	10610
AC015802.1	0
ST6GALNAC1	55808
AC005837.1	0
MXRA7	439921
AC005837.3	0
JMJD6	23210
METTL23	124512
AC005837.2	0
SRSF2	6427
MFSD11	79157
LINC02080	101928514
LINC00868	283994
MGAT5B	146664
AC016168.1	0
SEC14L1	6397
AC068594.1	0
AC068594.2	0
SEPT9	10801
AC111182.1	0
AC111170.1	0
AC021683.3	0
AC021683.2	0
AC021683.1	0
LINC01987	100132174
LINC01973	400624
TNRC6C	57690
TMC6	11322
TMC8	147138
C17orf99	100141515
SYNGR2	9144
TK1	7083
AFMID	125061
BIRC5	332
TMEM235	283999
AC087645.4	0
LINC01993	100996291
AC087645.2	0
SOCS3	9021
AC061992.1	0
PGS1	9489
DNAH17	8632
LINC02081	101928710
CYTH1	9267
USP36	57602
TIMP2	7077
AC022966.1	0
CEP295NL	100653515
AC100788.1	0
LGALS3BP	3959
CANT1	124583
C1QTNF1-AS1	100507410
C1QTNF1	114897
ENGASE	64772
RBFOX3	146713
AC021534.1	0
LINC02078	100652929
ENPP7	339221
CBX2	84733
CBX8	57332
AC100791.2	0
LINC01977	105371919
CBX4	8535
AC100791.1	0
LINC01979	101928766
LINC01978	101928738
TBC1D16	125058
AC100791.3	0
AC116025.1	0
CCDC40	55036
GAA	2548
EIF4A3	9775
AC087741.2	0
CARD14	79092
AC087741.1	0
SGSH	6448
SLC26A11	284129
RNF213	57674
AC124319.3	0
AC124319.2	0
ENDOV	284131
AC120024.1	0
NPTX1	4884
RPTOR	57521
AC016245.1	0
AC127496.3	0
AC127496.4	0
AC127496.1	0
CHMP6	79643
AC127496.6	0
AC127496.5	0
AC127496.2	0
BAIAP2-DT	440465
BAIAP2	10458
AATK	9625
AC115099.1	0
PVALEF	388428
CEP131	22994
AC027601.2	0
TEPSIN	146705
AC027601.1	0
NDUFAF8	284184
SLC38A10	124565
AC027601.4	0
LINC00482	284185
TMEM105	284186
AC027601.3	0
AC110285.6	0
AC110285.3	0
AC110285.1	0
AC110285.5	0
AC110285.2	0
BAHCC1	57597
AC110285.4	0
LINC01971	105371927
ACTG1	71
AC139149.1	0
FSCN2	25794
FAAP100	80233
NPLOC4	55666
